University,Academic Boycotter Name,Auto Increment
CUNY System,Johanna Fernández,296
CUNY System,Tami Kashia Gold,297
CUNY System,Andrea Khalil,299
CUNY System,Randall LaSalle,300
CUNY System,Devin Molina,302
CUNY System,Rupal Oza,303
CUNY System,Sonali Perera,304
CUNY System,John P Pittman,305
CUNY System,Corey Robin,309
CUNY System,Christa Salamandra,311
CUNY System,Jillian Schwelder,312
CUNY System,Jonathan Shannon,313
CUNY System,Robyn Spencer-Antoine,314
CUNY System,Christopher Stone,315
CUNY System,Ellen Tremper,316
CUNY System,Sharon Utakis,317
CUNY System,Christopher Winks,318
CUNY System,John McMahon,2173
CUNY System,Corinna Mullin,2222
CUNY System,Saadia Toor,2225
CUNY System,Samira Haj,2227
CUNY System,Ganesh K Trichur,3795
CUNY System,Issam Aburaya,3796
CUNY System,Johanna Fernandez,3798
CUNY System,Stuart Davis,3799
CUNY System,Zoe Griffith,3800
CUNY System,Boyda J. Johnstone,3801
CUNY System,Adrienne Urbanski,3802
CUNY System,Alexandria Eisenbarth,3803
CUNY System,David Klassen,3804
CUNY System,Domenick A. Acocella,3805
CUNY System,Francisca Suarez-Coalla,3806
CUNY System,Francisco Delgado,3807
CUNY System,Gustavo A. Rivera,3808
CUNY System,James Dennis Hoff,3809
CUNY System,James Scales,3810
CUNY System,Kirsten Cole,3812
CUNY System,Linta Varghese,3813
CUNY System,Margaret Carson,3814
CUNY System,Mira Zaman,3815
CUNY System,Angeles Donoso Macaya,3816
CUNY System,Rebecca Smart,3817
CUNY System,Roger Foster,3818
CUNY System,Rose M. Kim,3819
CUNY System,Sarah McAllister,3820
CUNY System,Schneur Zalman Newfield,3821
CUNY System,Yolanda Medina,3822
CUNY System,Angela Elbanna,3823
CUNY System,Brian Prager,3824
CUNY System,Catherine Perry,3826
CUNY System,Celeste Little,3827
CUNY System,Alex Wolf,3828
CUNY System,Marc Barnhill,3829
CUNY System,Cynthia Tobar,3830
CUNY System,Alexandra Lewis,3831
CUNY System,Derek Ludovici,3832
CUNY System,Donna Lee Granville,3833
CUNY System,Ian Olasov,3834
CUNY System,Jason Frydman,3835
CUNY System,Jeanne Theoharis,3836
CUNY System,Jocelyn Wills,3837
CUNY System,Joseph Entin,3838
CUNY System,Katherine Hejtmanek,3839
CUNY System,Kelly M. Britt,3840
CUNY System,Laura Matthews,3841
CUNY System,Lawrence Johnson,3842
CUNY System,Mobina Hashmi,3843
CUNY System,Naomi Braine,3844
CUNY System,Naomi Schiller,3845
CUNY System,Patricia Antoniello,3846
CUNY System,Ramsey Scott,3847
CUNY System,Rhea Rahman,3848
CUNY System,Stephanie Love,3849
CUNY System,Timothy Shortell,3851
CUNY System,Yana Kuchirko,3852
CUNY System,Ali C. Hocek,3853
CUNY System,Bernardo Oliveira,3854
CUNY System,Farideh Sakhaeifar,3855
CUNY System,Ibrahim Habib,3856
CUNY System,Jorge Sanchez Diaz,3858
CUNY System,Nandini Bagchee,3859
CUNY System,Nancy Stern,3861
CUNY System,Alexander Zevin,3862
CUNY System,Ananya Mukherjea,3863
CUNY System,Christopher Santiago,3864
CUNY System,Elizabeth Kane,3865
CUNY System,Ellen Goldner,3866
CUNY System,Emma Hedditch,3867
CUNY System,H. Ege Ozen,3869
CUNY System,Hosu Kim,3870
CUNY System,Jacob Collins,3871
CUNY System,James Hession,3872
CUNY System,Jay Arena,3873
CUNY System,Michael Paris,3875
CUNY System,Ozlem Goner,3876
CUNY System,Philippe Marius,3877
CUNY System,Sarah Pollack,3878
CUNY System,Sohomjit Ray,3879
CUNY System,Tara Mateik,3880
CUNY System,Valerie Tevere,3881
CUNY System,Artemida Tesho,3882
CUNY System,Natalie Kimball,3883
CUNY System,Sherry Millner,3885
CUNY System,Jessica Bal,3886
CUNY System,Vivian Lim,3887
CUNY System,Maggie Dickinson,3888
CUNY System,Samuel Finesurrey,3889
CUNY System,Marcelo D. Viana Neto,3891
CUNY System,Maria del Carmen Inda Garcia,3892
CUNY System,Melvin Huffnagle,3893
CUNY System,Michael Cisco,3894
CUNY System,Natasha Lorca Yannacanedo,3895
CUNY System,Soheli Chowdhury,3896
CUNY System,Sophia Longsworth,3897
CUNY System,Aaron Botwick,3898
CUNY System,Alexandra L. Mlisom,3899
CUNY System,Humberto Ballesteros,3900
CUNY System,Joan Beckerman ,3901
CUNY System,Juno Morrow,3902
CUNY System,Kristopher Burrell,3903
CUNY System,Lauren Wolf,3904
CUNY System,Sandy Figueroa,3905
CUNY System,William Suarez II Gomez,3906
CUNY System,Amber J. Martin,3908
CUNY System,Deeadra Brown,3910
CUNY System,Giacomo Bianchino,3911
CUNY System,Hajara Masood,3912
CUNY System,Jen Gaboury,3913
CUNY System,Katherine Wilson,3915
CUNY System,Nebahat Avcioglu,3916
CUNY System,Philip R. Hamann,3917
CUNY System,Robyn Marasco,3918
CUNY System,Scott Gentile,3919
CUNY System,Diana Moore,3920
CUNY System,Helen Kapstein,3921
CUNY System,Jessica Gordon-Nembhard,3923
CUNY System,Julio Huato,3924
CUNY System,Karen Malpede,3925
CUNY System,Matthew Barry Johnson,3929
CUNY System,Nicholas Rodrigo,3930
CUNY System,Taryn Fivek,3931
CUNY System,Tiffany Wheatland-Disu,3932
CUNY System,Zhun Xu,3933
CUNY System,Robert Freeman,3934
CUNY System,Saad Saad,3935
CUNY System,Lili Shi,3937
CUNY System,Dominic Wetzel,3938
CUNY System,Meg Kallman Feeley,3939
CUNY System,Michelle Billies,3940
CUNY System,Sara Rutkowski,3941
CUNY System,Stuart Parker,3942
CUNY System,Donald Monaco,3943
CUNY System,Jane Holzka,3944
CUNY System,Jesse Schwartz,3945
CUNY System,Juline Koken,3946
CUNY System,Karen Miller,3947
CUNY System,Laura Tanenbaum,3948
CUNY System,Richard Furlong,3949
CUNY System,Alex Pence,3950
CUNY System,Emily Brooks,3951
CUNY System,Anthony Dest,3952
CUNY System,Debbie Hamilton,3953
CUNY System,Dialika Sall,3954
CUNY System,Elhum Haghighat,3955
CUNY System,Ezekiel Finkelstein,3956
CUNY System,Jeannette Graulau,3957
CUNY System,Jennifer MacKenzie,3958
CUNY System,Marc Kagan,3959
CUNY System,Russell Dale,3960
CUNY System,Sarah Ohmer,3961
CUNY System,Stuart Chen-Hayes,3962
CUNY System,Suzie Quarrell,3963
CUNY System,Tyler T. Schmidt,3965
CUNY System,Vani Kannan,3966
CUNY System,Travis R. Sweatte,3967
CUNY System,Fouad Bennani,3968
CUNY System,Junior Tidal,3969
CUNY System,Laura Westengard,3970
CUNY System,Stephanie Boyle,3971
CUNY System,Grace Davie,3972
CUNY System,Jacqui Cornetta,3973
CUNY System,Jane Guskin,3974
CUNY System,José Miguel Martínez Torrejón,3976
CUNY System,Leila Walker,3977
CUNY System,George Fragopoulos,3979
CUNY System,Ellen Dichner ,3980
CUNY System,Joel Suarez,3981
CUNY System,Sofya Aptekar,3982
CUNY System,Frank E. Deale,3983
CUNY System,Charisa Smith,3984
CUNY System,Erin Tomlinson,3985
CUNY System,Jeena Shah,3986
CUNY System,John Whitlow,3987
CUNY System,"John Whitlow,",3988
CUNY System,Tarek Ismail,3989
CUNY System,Chaumtoli Huq,3990
CUNY System,Natalie M. Chin,3991
CUNY System,Devva Kasnitz,3992
CUNY System,Anindya Kundu,3993
CUNY System,Beth Baron,3994
CUNY System,Cindi Katz,3995
CUNY System,Eric Lott,3996
CUNY System,Gary Wilder,3997
CUNY System,Jeremy Bradford,3998
CUNY System,Kandice Chuh,3999
CUNY System,María Torre,4000
CUNY System,Michelle Fine,4001
CUNY System,Muhammad Ali Khalidi,4002
CUNY System,Ruth Wilson Gilmore,4003
CUNY System,Timothy Scott Johnson,4004
CUNY System,Rishi Nath,4005
CUNY System,Nicodemus Nicoludis,4143
CUNY System,Joanna Thompson,4144
CUNY System,Soniya Munshi,4145
CUNY System,Karl Steel,4146
CUNY System,James Biles,4147
CUNY System,Jean Halley,4148
CUNY System,Pamela Jean Stemberg,4150
CUNY System,Jillian Schwedler,4151
CUNY System,Kenn Vance,4152
CUNY System,Alexander Schlutz,4153
CUNY System,Blanche Wiesen Cook,4154
CUNY System,Gregory Sholette,4155
CUNY System,Jonathan Buchsbaum,4156
CUNY System,Patricia Ticiento Clough,4158
CUNY System,Siraj Ahmed,4159
CUNY System,Marisa Tramontano,4163
CUNY System,Elizabeth Oram,4198
CUNY System,Fatima Tariq,4199
CUNY System,Thomas Volscho,4200
CUNY System,Matthew Martin,4202
CUNY System,Elizabeth Bidwell Goetz,4203
CUNY System,Edward Kihn,4205
CUNY System,Diana Hamilton,4206
CUNY System,Immanuel Ness,4212
CUNY System,Bronislaw Czarnocha,4214
CUNY System,Carol Lang,4216
CUNY System,Diana B. Greenwald,4218
CUNY System,Alycia Sellie,4253
CUNY System,Alyshia Gálvez,4256
CUNY System,Alyson Bardsley,4257
CUNY System,Amina H. Tajbhai,4262
CUNY System,Amy Herzog,4264
CUNY System,Amy Larimer,4265
CUNY System,Ana Djordjevic,4270
CUNY System,Anamaría Flores,4271
CUNY System,Andrea Morrell,4277
CUNY System,Andréa Stellap,4279
CUNY System,Anitta Santiago,4287
CUNY System,Anne Adkison,4291
CUNY System,Aydee García,4305
CUNY System,Bianca Williams,4315
CUNY System,Bilge Yesil,4318
CUNY System,Chirag Raval,4328
CUNY System,CalvinJohn Smiley,4330
CUNY System,Carmen Huertas-Noble,4335
CUNY System,Carolina Bank Muñoz,4338
CUNY System,Caroline K. Hong,4340
CUNY System,Catherine Raissiguier,4346
CUNY System,Charles Post,4352
CUNY System,Chloë Bass,4358
CUNY System,Christa Paterline,4360
CUNY System,Claire Bishop,4369
CUNY System,Craig Bernardini,4377
CUNY System,Daniel Nieves,4387
CUNY System,David Allen,4392
CUNY System,Derek Ludovici,4401
CUNY System,Ismael García Colón,4406
CUNY System,Matthew Lau,4410
CUNY System,Asa Mendelsohn,4423
CUNY System,Miriam Ticktin,4449
CUNY System,Zachariah Mampilly,4450
CUNY System,Ángeles Donoso Macaya,4467
CUNY The Graduate Center,Ammiel Alcalay,319
CUNY The Graduate Center,Anthony Alessandrini,320
CUNY The Graduate Center,Talal Asad,321
CUNY The Graduate Center,Marilyn Hacker,323
CUNY The Graduate Center,Samira Haj,324
CUNY The Graduate Center,Patricia Mathews,325
CUNY The Graduate Center,Leith Mullings,326
CUNY The Graduate Center,Corey Robin,327
CUNY The Graduate Center,Christa Salamandra,328
CUNY The Graduate Center,Johnathan Shannon,330
CUNY The Graduate Center,Gerald Sider,331
CUNY The Graduate Center,Julie Skurski,332
CUNY The Graduate Center,Miriam Ticktin,991
CUNY The Graduate Center,Saadia Toor,2075
CUNY The Graduate Center,John McMahon,2174
CUNY The Graduate Center,Andrea Khalil,2223
CUNY The Graduate Center,Anindya Kundu,2609
CUNY The Graduate Center,Beth Baron,2610
CUNY The Graduate Center,Cindi Katz,2611
CUNY The Graduate Center,Eric Lott,2612
CUNY The Graduate Center,Gary Wilder,2613
CUNY The Graduate Center,Jeremy Bradford,2614
CUNY The Graduate Center,Kandice Chuh,2615
CUNY The Graduate Center,María Torre,2616
CUNY The Graduate Center,Michelle Fine,2617
CUNY The Graduate Center,Muhammad Ali Khalidi,2618
CUNY The Graduate Center,Ruth Wilson Gilmore,2619
CUNY The Graduate Center,Siraj Ahmed,2620
CUNY The Graduate Center,Timothy Scott Johnson,2621
CUNY The Graduate Center,Soniya Munshi,4006
CUNY The Graduate Center,Karl Steel,4007
CUNY The Graduate Center,James Biles,4008
CUNY The Graduate Center,Jean Halley,4009
CUNY The Graduate Center,Jillian Schwedler,4011
CUNY The Graduate Center,Alexander Schlutz,4012
CUNY The Graduate Center,Blanche Wiesen Cook,4013
CUNY The Graduate Center,Gregory Sholette,4014
CUNY The Graduate Center,Jonathan Buchsbaum,4015
CUNY The Graduate Center,Patricia Ticiento Clough,4017
CUNY The Graduate Center,Naomi Schiller,4211
CUNY The Graduate Center,Alycia Sellie,4254
CUNY The Graduate Center,Amy Herzog,4263
CUNY The Graduate Center,Bianca Williams,4314
CUNY The Graduate Center,Bilge Yesil,4319
CUNY The Graduate Center,Charles Post,4351
CUNY The Graduate Center,Claire Bishop,4368
CUNY The Graduate Center,Ismael García Colón,4405
CUNY The Graduate Center,Zachariah Mampilly,4451
CUNY The Graduate Center,Ángeles Donoso Macaya,4466
CUNY The Graduate Center,Britt Munro,4544
CUNY York College,Rishi Nath,3649
Cal Poly Pomona,Kate Ozment,2361
Cal Poly Pomona,Rachael Hill,2362
California College of the Arts,Huma Dar,3648
California Institute of Integral Studies,Nancy Arvold,3677
California Lutheran University,Rose Aslan,3678
"California Polytechnic State University, SLO",Manzar Foroohar,240
"California Polytechnic State University, SLO",Ken Habib,241
"California Polytechnic State University, SLO",Jose Navarro,242
"California Polytechnic State University, SLO",Jane Lehr,2363
"California State Polytechnic University, Humboldt",Tani Sebro,647
Carleton College,Zaki Haidar,244
Carleton College,Adriana Estill,4165
Carleton College,Anita Chikkatur,4166
Carnegie Mellon University,Anne Lambright,1006
Carnegie Mellon University,Sarah Fox,2364
Case Western Reserve University,Walt Hunter,345
Case Western Reserve University,John Broich,2365
Case Western Reserve University,Ted Steinberg,2366
Central Connecticut State University,Sadu Nanjundiah,246
Central Connecticut State University,Hazza Abo Rabia,2367
Central Michigan University,April Burke,247
Central Michigan University,John Robertson,248
Chapman University,Ian Barnard,2368
Claremont Colleges - Claremont McKenna,Heather Ferguson,2080
Claremont Colleges - Claremont McKenna,Lily Geismer,2084
Claremont Colleges - Pitzer,Daniel Segal,333
Claremont Colleges - Pitzer,Mita Banerjee,2086
Claremont Colleges - Pitzer,Sarah Gilbert,2114
Claremont Colleges - Pitzer,Brent Armendinger,2122
Claremont Colleges - Pitzer,Bill Anthes,2126
Claremont Colleges - Pitzer,Jody Valentine,2133
Claremont Colleges - Pitzer,Gladys Nubla,2135
Claremont Colleges - Pomona,Kyla Tompkins,335
Claremont Colleges - Pomona,Heather L. Williams,2078
Claremont Colleges - Pomona,Arash Khazeni,2082
Claremont Colleges - Pomona,Aimee Bahng,2100
Claremont Colleges - Pomona,Cécile Evers,2118
Claremont Colleges - Scripps,Piya Chatterjee,336
Claremont Colleges - Scripps,Lara Deeb,337
Claremont Colleges - Scripps,Wendy Cheng,2098
Claremont Colleges - Scripps,Kimberly Drake,2104
Claremont Colleges - Scripps,Jih-Fei Cheng,2108
Claremont Colleges - Scripps,Kasper Kovitz,2112
Claremont Colleges - Scripps,Claudia Arteaga,2116
Claremont Colleges - Scripps,Trang Tran,2120
Claremont Colleges - Scripps,Adam Davis,2124
Claremont Colleges - Scripps,Rita Cano Alcala,2129
Claremont Colleges - Scripps,Suchi Branfman,2131
Claremont Colleges - Scripps,Mark Golub,2158
Claremont Colleges - Scripps,Cindy Forster,2369
Claremont Colleges - Scripps,Gabriela Morales,2370
Claremont Colleges - Scripps,Maryan Soliman,2371
Claremont Colleges - Scripps,Nancy Neiman,2372
Claremont Colleges - Scripps,Seo Young Park,2373
Claremont Colleges - Scripps,Sumita Pahwa,2374
Claremont Colleges - Scripps,Thomas Kim,2375
Claremont Colleges - System,Piya Chatterjee,338
Claremont Colleges - System,Lara Deeb,339
Claremont Colleges - System,Daniel Segal,341
Claremont Colleges - System,Kyla Tompkins,342
Claremont Colleges - System,Heather Ferguson,2079
Claremont Colleges - System,Heather L. Williams,2081
Claremont Colleges - System,Arash Khazeni,2083
Claremont Colleges - System,Lily Geismer,2085
Claremont Colleges - System,Mita Banerjee,2087
Claremont Colleges - System,Wendy Cheng,2099
Claremont Colleges - System,Aimee Bahng,2101
Claremont Colleges - System,Kimberly Drake,2105
Claremont Colleges - System,Jih-Fei Cheng,2109
Claremont Colleges - System,Kasper Kovitz,2113
Claremont Colleges - System,Sarah Gilbert,2115
Claremont Colleges - System,Claudia Arteaga,2117
Claremont Colleges - System,Cécile Evers,2119
Claremont Colleges - System,Trang Tran,2121
Claremont Colleges - System,Brent Armendinger,2123
Claremont Colleges - System,Adam Davis,2125
Claremont Colleges - System,Bill Anthes,2127
Claremont Colleges - System,Rita Cano Alcala,2130
Claremont Colleges - System,Suchi Branfman,2132
Claremont Colleges - System,Jody Valentine,2134
Claremont Colleges - System,Gladys Nubla,2136
Claremont Colleges - System,Mark Golub,2168
Claremont Colleges - System,Cindy Forster,3750
Claremont Colleges - System,Gabriela Morales,3751
Claremont Colleges - System,Maryan Soliman,3752
Claremont Colleges - System,Nancy Neiman,3753
Claremont Colleges - System,Seo Young Park,3754
Claremont Colleges - System,Sumita Pahwa,3755
Claremont Colleges - System,Thomas Kim,3756
Claremont Colleges - System,David Seitz,3757
Clark University,Anita Fabos,343
Clark University,Johanna Ray Vollhardt,2376
Clemson University,Todd May,346
Clemson University,Matt Hooley,2093
Cleveland State University,Shereen Naser,2377
Colgate University,Nimanthi Rajasingham,348
Colgate University,Nancy Ries,349
Colgate University,Emilio Spadola,350
Colgate University,Mark Drury,2938
College of Charleston,Hollis France,2378
College of New Jersey,Miriam Lowi,352
College of San Mateo,Biz Iqbal,3158
College of Southern Nevada,Matthew Stein,3126
College of William and Mary,Stephen Sheehi,354
College of William and Mary,Brad Weiss,355
College of William and Mary,Claire Pamment,2387
College of William and Mary,Diya Bose,2388
College of the Holy Cross,Sahar Bazzaz,353
College of the Holy Cross,Melissa F. Weiner,2144
College of the Holy Cross,Noa Shaindlinger,2180
College of the Holy Cross,Alvaro Jarrin,2379
College of the Holy Cross,Gwenn Miller,2380
College of the Holy Cross,Justin Poche,2381
College of the Holy Cross,Madeline Vargas,2382
College of the Holy Cross,Rosa Carrasquillo,2383
College of the Holy Cross,Sanjog Rupakheti,2384
College of the Holy Cross,Sarah Ihmoud,2385
College of the Holy Cross,Munya Munochiveyi,2386
Colorado College,Peter Wright,357
Colorado College,Cayce Hughes,2389
Colorado College,Nadia Guessous,4551
Colorado School of Mines,Hussein A. Amery,358
Columbia University/Barnard College,Lila Abu-Lughod,359
